Unique Name,MergeType,Service / Program,Provider,Locations Link,loc-rids,Provider Name,Provider id,Parent Org,Parent Org Name,Parent Org id,Print Provider,OLD - Service Type,OLD - Condensed Type (MAP),Status,OLD - Tags,OLD - Quick Filter,Details,Service Times,Online Only Check,Appt Only Check,Eligibility,Lang Support,Languages,OLD - Service Cost,Cost Type,Set Cost,Sliding Scale - Low,Sliding Scale - High,Max Income Eligibility,Cost Details,Service Area,OLD - Attachments,Display Website,Website (Service),Website (Provider),Apply Online Link,Schedule Appt Link,URL-Phone,Display Phone,Phone (Service),Phone (Provider),Display Appt Only Phone,Appt Only Phone,Display Email,Email (Service),Email (Provider),Appt Only Email,Email (Web Form),Address: Line 1,Address: Line 2,Address: City,Address: State,Address: Zipcode,Address: Latitude,Address: Longitude,Display Address,Display URL-Address,Service URL-Address,Provider URL-Address,Address: Combo,Address: MAP,Address: Combo (Provider),Address: MAP (Provider),Print Contact Info,Print Lang Info,Same as Provider,Update Check (Disp),Update Check,Next Update Date,Last Updated,Last Updated By,Date Added,Created By,Short Details,AutoUpdateFIll,id,id-text,TrueCheckbox,Location ids,loc-ids-text,Multi-Loc Check,Service Type-NEW,Quick Filter-NEW,Service Type id,Service Groups,Service Group Types,Service Group ids,Tags-NEW,Tag Groups,Tag ids,Documents,Docx ids,Notes & Alerts,N&A ids,Form Submissions,Favorites Link,Favorites user ids,Events Link,Event ids,Contacts Link,Contact ids,Record_ID,Softr_Item_Page,Provider Locations,Pathways Link
Assistive Technology Center - The Arc of Spokane - 166,OLD,Assistive Technology Center,The Arc of Spokane_65,"""320 E 2nd Ave, Spokane, WA 99202""",rec2UbQfF8Y9AEiwa,The Arc of Spokane,65,,,,The Arc of Spokane,Technology Assistance,Technology Assistance,Active,,,"The ATC provides technology consultations and demonstrations of devices. If you reach out to the ATC for either of these options, you can expect:

• Technology Consultations – our ATC Coordinator will meet with you in-person or virtually to discuss what AT you may have tried already, what works or doesn’t work for you, what your goals are, and then will provide recommendations for what AT might work best for you.

• Technology Demonstrations/Training – the ATC is equipped with many different types of AT that may be beneficial for you to try. We want you to know what works best for you before you purchase anything on your own. We can also help you learn how to use the devices you already have.","• A pre-consultation questionnaire will be e-mailed to the client and they will send their responses back within a week.

• The coordinator will look over the responses and reply within four business days with several possible consultation dates and times.

• The ATC will set up a consultation in person or through video conferencing.

• If any training is needed, the ATC will provide it.

• The ATC uses a client-centered approach, but also welcomes family, friends, educators, etc.indicated by the client in addressing technology needs.",,,Must require assistance with specialized technology developed for disabled individuals. Or must be a disabled individual in need of assistance with learning how to use technology.,,,Unlisted,,,,,,,,,https://www.arc-spokane.org/atc,https://www.arc-spokane.org/atc,https://www.arc-spokane.org/,,,tel://5093286326,(509) 328-6326,,(509) 328-6326,,,ATC@arc-spokane.org,ATC@arc-spokane.org,info@arc-spokane.org,,,,,,,,,,"320 E 2nd Ave, Spokane, WA 99202",https://www.google.com/maps/search/320%20E%202nd%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/320%20E%202nd%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/320%20E%202nd%20Ave%2C%20Spokane%2C%20WA%2099202,,"320 E 2nd Ave, Spokane, WA 99202","320 E 2nd Ave, Spokane, WA 99202","320 E 2nd Ave, Spokane, WA 99202","(509) 328-6326 | ATC@arc-spokane.org | 320 E 2nd Ave, Spokane, WA 99202",No listed language support,0,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,6/18/2024,Gerrit Van Zwol,The ATC provides technology consult...,,166,166,Yes,90,90,Single,Technology Assistance,Financial,14,,,,,,,,,,,,,,,,,,recwWkQEihttyFBE0,https://resourcecenter.softr.app/service-details?recordId=recwWkQEihttyFBE0,"""320 E 2nd Ave, Spokane, WA 99202""",
The Arc Thrift Store - North Spokane - The Arc of Spokane - 167,OLD,The Arc Thrift Store - North Spokane,The Arc of Spokane_65,"""11008 N Newport Hwy, Spokane, WA 99218""",recydPCOkLoUtr9kE,The Arc of Spokane,65,,,,The Arc of Spokane,Basic Necessities,Basic Necessities,Active,"Anyone,Reduced Cost,Clothing",Wellness,"Come on in for great deals on fantastic, thrifted finds and support The Arc’s services and programs for people with intellectual and developmental disabilities (IDD) and their families.","Monday-Saturday, 10 AM - 7 PM
Sundays, 10 AM - 6 PM",,,NONE,,,,,,,,,,,,https://www.arc-spokane.org/thrift#:~:text=THE%20ARC%20THRIFT%20STORE%20%2D%20NORTH%20SPOKANE,https://www.arc-spokane.org/thrift#:~:text=THE%20ARC%20THRIFT%20STORE%20%2D%20NORTH%20SPOKANE,https://www.arc-spokane.org/,,,tel://5098227748,(509) 822-7748,+15098227748,(509) 328-6326,,,info@arc-spokane.org,,info@arc-spokane.org,,,11008 N Newport Hwy,,Spokane,WA,99218,,,"11008 N Newport Hwy, Spokane, WA 99218",https://www.google.com/maps/search/11008%20N%20Newport%20Hwy%2C%20Spokane%2C%20WA%2099218,https://www.google.com/maps/search/11008%20N%20Newport%20Hwy%2C%20Spokane%2C%20WA%2099218,https://www.google.com/maps/search/320%20E%202nd%20Ave%2C%20Spokane%2C%20WA%2099202,"11008 N Newport Hwy, Spokane, WA 99218","11008 N Newport Hwy, Spokane, WA 99218","320 E 2nd Ave, Spokane, WA 99202","320 E 2nd Ave, Spokane, WA 99202","(509) 822-7748 | info@arc-spokane.org | 11008 N Newport Hwy, Spokane, WA 99218",No listed language support,0,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,6/6/2024,Gerrit Van Zwol,Come on in for great deals on fanta...,,167,167,Yes,91,91,Single,Basic Necessities,Wellness,10,,,,,,,,,,,,,,,,,,recVO0HmMbzHgWDkV,https://resourcecenter.softr.app/service-details?recordId=recVO0HmMbzHgWDkV,"""320 E 2nd Ave, Spokane, WA 99202""",
The Arc Thrift Store - Spokane Valley - The Arc of Spokane - 168,OLD,The Arc Thrift Store - Spokane Valley,The Arc of Spokane_65,"""1441 N Argonne Rd, Spokane Valley, WA 99212""",recvPo1VbTVagSKz5,The Arc of Spokane,65,,,,The Arc of Spokane,Basic Necessities,Basic Necessities,Active,"Anyone,Reduced Cost,Clothing",Wellness,"Come on in for great deals on fantastic, thrifted finds and support The Arc’s services and programs for people with intellectual and developmental disabilities (IDD) and their families. ","Monday-Saturday, 10 AM - 7 PM
Sundays: 10 AM - 6 PM",,,NONE,,,,,,,,,,,,https://www.arc-spokane.org/thrift#:~:text=THE%20ARC%20THRIFT%20STORE%20%2D%20SPOKANE%20VALLEY,https://www.arc-spokane.org/thrift#:~:text=THE%20ARC%20THRIFT%20STORE%20%2D%20SPOKANE%20VALLEY,https://www.arc-spokane.org/,,,tel://5099607777,(509) 960-7777,+15099607777,(509) 328-6326,,,info@arc-spokane.org,,info@arc-spokane.org,,,1441 N Argonne Rd,,Spokane Valley,WA,99212,,,"1441 N Argonne Rd, Spokane Valley, WA 99212",https://www.google.com/maps/search/1441%20N%20Argonne%20Rd%2C%20Spokane%20Valley%2C%20WA%2099212,https://www.google.com/maps/search/1441%20N%20Argonne%20Rd%2C%20Spokane%20Valley%2C%20WA%2099212,https://www.google.com/maps/search/320%20E%202nd%20Ave%2C%20Spokane%2C%20WA%2099202,"1441 N Argonne Rd, Spokane Valley, WA 99212","1441 N Argonne Rd, Spokane Valley, WA 99212","320 E 2nd Ave, Spokane, WA 99202","320 E 2nd Ave, Spokane, WA 99202","(509) 960-7777 | info@arc-spokane.org | 1441 N Argonne Rd, Spokane Valley, WA 99212",No listed language support,0,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,6/6/2024,Gerrit Van Zwol,Come on in for great deals on fanta...,,168,168,Yes,92,92,Single,Basic Necessities,Wellness,10,,,,,,,,,,,,,,,,,,rec6RILc5hglWWjYb,https://resourcecenter.softr.app/service-details?recordId=rec6RILc5hglWWjYb,"""320 E 2nd Ave, Spokane, WA 99202""",
The Community Center - The Arc of Spokane - 169,OLD,The Community Center,The Arc of Spokane_65,"""320 E 2nd Ave, Spokane, WA 99202""",rec2UbQfF8Y9AEiwa,The Arc of Spokane,65,,,,The Arc of Spokane,Interpersonal Services,Interpersonal Services,Active,,Wellness,"Our community center is a fun, busy hub of activity with opportunities for adults to learn and grow. People with and without developmental disabilities are encouraged to build friendships in daily or weekly sessions through games, enrichment classes, and group outings around Spokane.

Unannounced drop-ins are no longer being accepted. Members must reserve their time 24 hours in advance by calling (509) 789-8791, M-F, 8:30 a.m.-3:30 p.m. All available slots will be filled first-come, first-served. Members can reserve time up to one week in advance.","Community Center attendance will be capped based on staffing levels, typically with 60 members per session. The morning session is 8:30 a.m.-noon, and the afternoon session is from noon-3:30 p.m.",,,Restrictive health policy due to many participants being immunocompromised in one way or another. Must also either call this number: (509)789-8791 or apply online for an appointment.,,,1-13 sessions: $21.80 | 14-20: $230 | 21-30: $345 | 31+: $500,,,,,,,,,https://www.arc-spokane.org/communitycenter,https://www.arc-spokane.org/communitycenter,https://www.arc-spokane.org/,,,tel://5093286326,(509) 328-6326,+15093286326,(509) 328-6326,,,info@arc-spokane.org,,info@arc-spokane.org,,,320 E 2nd Ave,,Spokane,WA,99202,,,"320 E 2nd Ave, Spokane, WA 99202",https://www.google.com/maps/search/320%20E%202nd%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/320%20E%202nd%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/320%20E%202nd%20Ave%2C%20Spokane%2C%20WA%2099202,"320 E 2nd Ave, Spokane, WA 99202","320 E 2nd Ave, Spokane, WA 99202","320 E 2nd Ave, Spokane, WA 99202","320 E 2nd Ave, Spokane, WA 99202","(509) 328-6326 | info@arc-spokane.org | 320 E 2nd Ave, Spokane, WA 99202",No listed language support,1,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,6/18/2024,Gerrit Van Zwol,"Our community center is a fun, busy...",,169,169,Yes,90,90,Single,Interpersonal Services,Wellness,17,,,,,,,,,,,,,,,,,,recuc3j9tUTsnHzeo,https://resourcecenter.softr.app/service-details?recordId=recuc3j9tUTsnHzeo,"""320 E 2nd Ave, Spokane, WA 99202""",
Business Support - The Carl Maxey Center - 170,OLD,Business Support,The Carl Maxey Center_66,"""3114 E 5th Ave, Spokane, WA 99202""",recBFRljL3GB5YRiw,The Carl Maxey Center,66,,,,The Carl Maxey Center,Financial Assistance,Financial Assistance,Active,,,"We provide technical and financial support to local Black businesses to remove barriers to success and promote sustainability. We formed the Black Business & Professional Alliance, the Black Business Support Team and created an online Black Business Directory at blackspokane.com.",Call for an appointment,,,NONE,,,,,,,,,,,,https://www.carlmaxeycenter.org/services-9,https://www.carlmaxeycenter.org/services-9,https://www.carlmaxeycenter.org/,,,tel://5098673043,(509) 867-3043,+15098673043,(509) 867-3043,,,Carlmaxeycenter@gmail.com,Carlmaxeycenter@gmail.com,Carlmaxeycenter@gmail.com,,,3114 E 5th Ave,,Spokane,WA,99202,,,"3114 E 5th Ave, Spokane, WA 99202",https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,"3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","(509) 867-3043 | Carlmaxeycenter@gmail.com | 3114 E 5th Ave, Spokane, WA 99202",No listed language support,1,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,4/16/2024,Gerrit Van Zwol,We provide technical and financial...,,170,170,Yes,93,93,Single,Financial Assistance,Financial,13,,,,,,,,,,,,,,,,,,recI3EK3IIQUbKIF2,https://resourcecenter.softr.app/service-details?recordId=recI3EK3IIQUbKIF2,"""3114 E 5th Ave, Spokane, WA 99202""",
COVID-19 Services - The Carl Maxey Center - 171,OLD,COVID-19 Services,The Carl Maxey Center_66,"""3114 E 5th Ave, Spokane, WA 99202""",recBFRljL3GB5YRiw,The Carl Maxey Center,66,,,,The Carl Maxey Center,Health and Wellness,Health and Wellness,Active,"Anyone,Free,Medical",Wellness,"We provided access to COVID-19 education, resources and testing. We also partnered with the Native Project, Terrain, the Spokane Minister's Fellowship and Freedom Project East to provide COVID-19 vaccination clinics.",Call for availability,,,NONE,,,,,,,,,,,,https://www.carlmaxeycenter.org/services-9,https://www.carlmaxeycenter.org/services-9,https://www.carlmaxeycenter.org/,,,tel://5098673043,(509) 867-3043,+15098673043,(509) 867-3043,,,Carlmaxeycenter@gmail.com,Carlmaxeycenter@gmail.com,Carlmaxeycenter@gmail.com,,,3114 E 5th Ave,,Spokane,WA,99202,,,"3114 E 5th Ave, Spokane, WA 99202",https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,"3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","(509) 867-3043 | Carlmaxeycenter@gmail.com | 3114 E 5th Ave, Spokane, WA 99202",No listed language support,1,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,4/16/2024,Gerrit Van Zwol,We provided access to COVID-19 educ...,,171,171,Yes,93,93,Single,Health and Wellness,Wellness,12,,,,,,,,,,,,,,,,,,recXkEsphUm0s1Bay,https://resourcecenter.softr.app/service-details?recordId=recXkEsphUm0s1Bay,"""3114 E 5th Ave, Spokane, WA 99202""",
Rental & Utility Assistance Program - The Carl Maxey Center - 172,OLD,Rental & Utility Assistance Program,The Carl Maxey Center_66,"""3114 E 5th Ave, Spokane, WA 99202""",recBFRljL3GB5YRiw,The Carl Maxey Center,66,,,,The Carl Maxey Center,Financial Assistance,Financial Assistance,Select Cases,"Anyone,Financial,Rent,Utilities",,"We partnered with the City of Spokane to provide rental assistance funding to African Americans and the BIPOC population in the greatest need.

Our Rental Assistance Application Portal is not open to the general public. 

We are accepting & reviewing applications on a case-by-case basis. A member of the rental assistance program team will contact you after your application has been submitted.",We are accepting & reviewing applications on a case-by-case basis. A member of the rental assistance program team will contact you after your application has been submitted.,,,NONE,,,,,,,,,,,,https://www.carlmaxeycenter.org/rent-utility,https://www.carlmaxeycenter.org/rent-utility,https://www.carlmaxeycenter.org/,,,tel://5097561886,(509) 756-1886,+15097561886,(509) 867-3043,,,Carlmaxeycenter@gmail.com,,Carlmaxeycenter@gmail.com,,,3114 E 5th Ave,,Spokane,WA,99202,,,"3114 E 5th Ave, Spokane, WA 99202",https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,"3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","(509) 756-1886 | Carlmaxeycenter@gmail.com | 3114 E 5th Ave, Spokane, WA 99202",No listed language support,1,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,4/16/2024,Gerrit Van Zwol,We partnered with the City of Spoka...,,172,172,Yes,93,93,Single,Financial Assistance,Financial,13,,,,,,,,,,,,,,,,,,recOFvSPvXtCWl6PW,https://resourcecenter.softr.app/service-details?recordId=recOFvSPvXtCWl6PW,"""3114 E 5th Ave, Spokane, WA 99202""",
Student Tech Fund - The Carl Maxey Center - 173,OLD,Student Tech Fund,The Carl Maxey Center_66,"""3114 E 5th Ave, Spokane, WA 99202""",recBFRljL3GB5YRiw,The Carl Maxey Center,66,,,,The Carl Maxey Center,Financial Assistance,Financial Assistance,Active,,,We partnered with Comcast to provide technology and supplies to students who struggled with remote learning during the COVID-19 pandemic in order to prevent students of color from falling further behind.,Call for an appointment.,,,NONE,,,,,,,,,,,,https://www.carlmaxeycenter.org/services-9,https://www.carlmaxeycenter.org/services-9,https://www.carlmaxeycenter.org/,,,tel://5098673043,(509) 867-3043,+15098673043,(509) 867-3043,,,Carlmaxeycenter@gmail.com,Carlmaxeycenter@gmail.com,Carlmaxeycenter@gmail.com,,,3114 E 5th Ave,,Spokane,WA,99202,,,"3114 E 5th Ave, Spokane, WA 99202",https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,"3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","(509) 867-3043 | Carlmaxeycenter@gmail.com | 3114 E 5th Ave, Spokane, WA 99202",No listed language support,1,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,4/16/2024,Gerrit Van Zwol,We partnered with Comcast to provid...,,173,173,Yes,93,93,Single,Financial Assistance,Financial,13,,,,,,,,,,,,5,9,,,,,rec1YJeJNhmHoFPCm,https://resourcecenter.softr.app/service-details?recordId=rec1YJeJNhmHoFPCm,"""3114 E 5th Ave, Spokane, WA 99202""",
Free Books & Toys - Catholic Charities Eastern Washington - 174,OLD,Free Books & Toys,The Christmas Bureau_67,"""404 N Havana St, Spokane, WA 99212""",recQaFarsV2Efwucq,The Christmas Bureau,67,Catholic Charities Eastern Washington_11,Catholic Charities Eastern Washington,11,Catholic Charities Eastern Washington,Youth Services,Youth Services,Seasonal Closure,,Wellness,"Children in the home ages 17 and younger are eligible to receive one toy, and children ages 15 and younger will also receive an age-appropriate book.","Seasonal hours, check website.",,,"Please plan on bringing the items listed below when you arrive to the Fairgrounds:
For adults (18yrs and older):
Bring photo ID (for grocery voucher recipient), and proof of current address for each adult in the household. Examples of acceptable documentation: Bills; Rental Agreement?

For children (17yrs and younger):
Bring proof of name and date of birth, or age for each child. Examples of documentation for children: birth certificate; insurance card; letter from school, DSHS or day care; WA Apple Health Statement; WIC letter",,,,,,,,,,,,https://www.christmasbureauspokane.org/,,https://www.christmasbureauspokane.org/,,,tel://5093584254,(509) 358-4254,,(509) 358-4254,,,christmas.bureau@cceasternwa.org,,christmas.bureau@cceasternwa.org,,,,,,,,,,"404 N Havana St, Spokane, WA 99212",https://www.google.com/maps/search/404%20N%20Havana%20St%2C%20Spokane%2C%20WA%2099212,https://www.google.com/maps/search/404%20N%20Havana%20St%2C%20Spokane%2C%20WA%2099212,https://www.google.com/maps/search/404%20N%20Havana%20St%2C%20Spokane%2C%20WA%2099212,,"404 N Havana St, Spokane, WA 99212","404 N Havana St, Spokane, WA 99212","404 N Havana St, Spokane, WA 99212","(509) 358-4254 | christmas.bureau@cceasternwa.org | 404 N Havana St, Spokane, WA 99212",No listed language support,0,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,4/23/2024,Gerrit Van Zwol,Children in the home ages 17 and yo...,,174,174,Yes,94,94,Single,Youth Services,Wellness,19,,,,,,,,,,,,,,,,,,recQXamHeXt9CNlmA,https://resourcecenter.softr.app/service-details?recordId=recQXamHeXt9CNlmA,"""404 N Havana St, Spokane, WA 99212""",
Grocery Vouchers - Catholic Charities Eastern Washington - 175,OLD,Grocery Vouchers,The Christmas Bureau_67,"""404 N Havana St, Spokane, WA 99212""",recQaFarsV2Efwucq,The Christmas Bureau,67,Catholic Charities Eastern Washington_11,Catholic Charities Eastern Washington,11,Catholic Charities Eastern Washington,Food Assistance,Food Assistance,Seasonal Closure,"Anyone,Free,Groceries,Food",Food,Each eligible household will receive a grocery voucher. Your valid photo ID must match the name on the voucher to redeem at participating grocery stores.​,"Seasonal hours, check website.",,,"Please plan on bringing the items listed below when you arrive to the Fairgrounds:
For adults (18yrs and older):
Bring photo ID (for grocery voucher recipient), and proof of current address for each adult in the household. Examples of acceptable documentation: Bills; Rental Agreement?

For children (17yrs and younger):
Bring proof of name and date of birth, or age for each child. Examples of documentation for children: birth certificate; insurance card; letter from school, DSHS or day care; WA Apple Health Statement; WIC letter",,,,,,,,,,,,https://www.christmasbureauspokane.org/receive-assistance,https://www.christmasbureauspokane.org/receive-assistance,https://www.christmasbureauspokane.org/,,,tel://5093584250,(509) 358-4250,(509) 358-4250,(509) 358-4254,,,christmas.bureau@cceasternwa.org,christmas.bureau@cceasternwa.org,christmas.bureau@cceasternwa.org,,,404 N Havana St,,Spokane,WA,99212,,,"404 N Havana St, Spokane, WA 99212",https://www.google.com/maps/search/404%20N%20Havana%20St%2C%20Spokane%2C%20WA%2099212,https://www.google.com/maps/search/404%20N%20Havana%20St%2C%20Spokane%2C%20WA%2099212,https://www.google.com/maps/search/404%20N%20Havana%20St%2C%20Spokane%2C%20WA%2099212,"404 N Havana St, Spokane, WA 99212","404 N Havana St, Spokane, WA 99212","404 N Havana St, Spokane, WA 99212","404 N Havana St, Spokane, WA 99212","(509) 358-4250 | christmas.bureau@cceasternwa.org | 404 N Havana St, Spokane, WA 99212",No listed language support,1,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,Each eligible household will receiv...,,175,175,Yes,94,94,Single,Food Assistance,Food,5,,,,,,,,,,,,,,,,,,recg37P9dlRS5X5Y5,https://resourcecenter.softr.app/service-details?recordId=recg37P9dlRS5X5Y5,"""404 N Havana St, Spokane, WA 99212""",
Clothing Outlet - The City Gate - 176,OLD,Clothing Outlet,The City Gate_68,"""170 S Madison St, Spokane, WA 99201""",rec9L3e4PMN31i1nw,The City Gate,68,,,,The City Gate,Clothing Center,Basic Necessities,Active,"Anyone,Free,Clothing,Hygiene",Wellness,"Our clothing bank is open four days a week (Tues - Fri) during regular business hours (10:00 am to 2:30 pm). We provide a wide variety of clothing, shoes, coats, blankets and toiletries for men, women and teenagers. Each guest may use the clothing bank services one time per month as needed. Please come in at 10am OR 12:30pm, to ensure an appointment that day. Appointments are first come, first serve with walk-ins only.","Tuesdays / Wednesdays / Thurdays / Fridays, 10 AM - 2:30 PM",,,"Must provide proof of residency within these zipcodes: 99201, 99204, 99224.",,,,,,,,,,"99201, 99204, 99224",,https://www.thecitygatespokane.org/services/,https://www.thecitygatespokane.org/services/,https://www.thecitygatespokane.org,,,tel://5094559670,(509) 455-9670,(509) 455-9670,(509) 455-9670,,,thecitygate@qwestoffice.net,,thecitygate@qwestoffice.net,,,170 S Madison St,,Spokane,WA,99201,,,"170 S Madison St, Spokane, WA 99201",https://www.google.com/maps/search/170%20S%20Madison%20St%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/170%20S%20Madison%20St%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/170%20S%20Madison%20St%2C%20Spokane%2C%20WA%2099201,"170 S Madison St, Spokane, WA 99201","170 S Madison St, Spokane, WA 99201","170 S Madison St, Spokane, WA 99201","170 S Madison St, Spokane, WA 99201","(509) 455-9670 | thecitygate@qwestoffice.net | 170 S Madison St, Spokane, WA 99201",No listed language support,1,88 Days since last Update,Up to Date,5/5/2025 7:26pm,2/4/2025 11:26am,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,Our clothing bank is open four days...,,176,176,Yes,95,95,Single,Clothing Center,Wellness,9,"Anyone In Need,Teens: 13 - 19 Years,Adults: 31 - 54 Years,Young Adults: 20 - 30 Years,Seniors: 55 Years+","General, Age Group","1, 10, 13, 12, 14","Clothing,Feminine Products,Hygiene,Free","Basic Needs, Financial","17, 15, 14, 72",,,,,,,,,,,,receeXIWdU8gdlMIn,https://resourcecenter.softr.app/service-details?recordId=receeXIWdU8gdlMIn,"""170 S Madison St, Spokane, WA 99201""",
The Alberta House - The City Gate - 177,OLD,The Alberta House,The City Gate_68,"""170 S Madison St, Spokane, WA 99201""",rec9L3e4PMN31i1nw,The City Gate,68,,,,The City Gate,Housing Assistance,Housing Assistance,Active,,Housing,"The Alberta House apartments are a safe place designed to help those in need. Located above The City Gate, we own and operate 28 low-cost studio apartments, mainly SRO's (Single Room Occupancy's) and two emergency shelter rooms. During the Grand Opening in 2000, The City Gate was blessed by various churches and individuals taking part in adopting an apartment where they furnished and decorated accordingly. The idea of having furnished apartments is to meet the need for those who rent from us but have nothing. The Alberta House provides clean and safe low-cost housing with a family atmosphere including a common area for watching TV and relaxing. For more questions and/or availability, please call (509) 456-5466.",Call during standard business hours.,,,Call for information.,,,,,,,,,,,,https://www.thecitygatespokane.org/services/,https://www.thecitygatespokane.org/services/,https://www.thecitygatespokane.org,,,tel://5094565466,(509) 456-5466,(509) 456-5466,(509) 455-9670,,,thecitygate@qwestoffice.net,,thecitygate@qwestoffice.net,,,170 S Madison St,,Spokane,WA,99201,,,"170 S Madison St, Spokane, WA 99201",https://www.google.com/maps/search/170%20S%20Madison%20St%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/170%20S%20Madison%20St%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/170%20S%20Madison%20St%2C%20Spokane%2C%20WA%2099201,"170 S Madison St, Spokane, WA 99201","170 S Madison St, Spokane, WA 99201","170 S Madison St, Spokane, WA 99201","170 S Madison St, Spokane, WA 99201","(509) 456-5466 | thecitygate@qwestoffice.net | 170 S Madison St, Spokane, WA 99201",No listed language support,1,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,The Alberta House apartments are a...,,177,177,Yes,95,95,Single,Housing Assistance,Housing,29,,,,"Housing,Rent,Reduced Cost","Housing, Financial","34, 37, 73",,,,,,,,,,,,recXGDAbJXGLksbJq,https://resourcecenter.softr.app/service-details?recordId=recXGDAbJXGLksbJq,"""170 S Madison St, Spokane, WA 99201""",
