full_address,street,unit,city,state,zipcode,short_address,URL-Address,Manual Entry,latitude,longitude,id,Orgs Link,Org Names,Org ids,Org Item Pages,Services Link,Service Names,Service ids,Service Item Pages,Last Updated,Last Updated By,Created By,Created Date,Events Link,Event ids,html
"930 N Monroe St, Spokane, WA 99201",930 N Monroe St,,Spokane,WA,99201,"930 N Monroe St, Spokane, WA 99201",https://www.google.com/maps/search/930%20N%20Monroe%20St%2C%20Spokane%2C%20WA%2099201,,47.66617210,-117.42589240,19,"Central YMCA Children's Center_12,Young Men's Christian Association (YMCA)_80,Young Women's Christian Association (YWCA)_81","Central YMCA Children's Center, Young Men's Christian Association (YMCA), Young Women's Christian Association (YWCA)","12, 80, 81","https://resourcecenter.softr.app/organization-details?recordId=recFBN9Jc09p7Czb2, https://resourcecenter.softr.app/organization-details?recordId=reccQtFAHbkrMYItt, https://resourcecenter.softr.app/organization-details?recordId=recODVw6aJ2H0jfno","Our Sister's Closet - Young Women's Christian Association (YWCA) - 203,Refugee Membership Discount - Young Men's Christian Association (YMCA) - 201,Domestic Violence Shelter - Young Women's Christian Association (YWCA) - 202,Housing Advocacy Clinic - Young Women's Christian Association (YWCA) - 230,Family Law - Young Women's Christian Association (YWCA) - 231,Legal Advocacy Walk-In Service - Young Women's Christian Association (YWCA) - 232,FREE Preschool (Downtown 148) - Young Women's Christian Association (YWCA) - 235,FREE Preschool (Downtown 157) - Young Women's Christian Association (YWCA) - 236,Computer Lab - Young Women's Christian Association (YWCA) - 237,Infants Program (4 weeks - 12 months) - Young Men's Christian Association (YMCA) - 42","Our Sister's Closet, Refugee Membership Discount, Domestic Violence Shelter, Housing Advocacy Clinic, Family Law, Legal Advocacy Walk-In Service, FREE Preschool (Downtown 148), FREE Preschool (Downtown 157), Computer Lab, Infants Program (4 weeks - 12 months)","203, 201, 202, 230, 231, 232, 235, 236, 237, 42","https://resourcecenter.softr.app/service-details?recordId=recrt7ObBaFjB3gsF, https://resourcecenter.softr.app/service-details?recordId=rec5B3FLszmaNILEp, https://resourcecenter.softr.app/service-details?recordId=recfNISlzOrXyCUaj, https://resourcecenter.softr.app/service-details?recordId=reclC6gbMFsEQAlhG, https://resourcecenter.softr.app/service-details?recordId=recvlFzBx2mAuF7yG, https://resourcecenter.softr.app/service-details?recordId=recBB9NZs4kHC97T0, https://resourcecenter.softr.app/service-details?recordId=recq4qRNGaTUfGgfT, https://resourcecenter.softr.app/service-details?recordId=rec9yoANa45CF81SZ, https://resourcecenter.softr.app/service-details?recordId=recGxosc3fH8tr6VG, https://resourcecenter.softr.app/service-details?recordId=recrsUEPPofzPXs3G",1/7/2025 5:48pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>930 N Monroe St, Spokane, WA 99201</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recFBN9Jc09p7Czb2https://resourcecenter.softr.app/organization-details?recordId=reccQtFAHbkrMYItthttps://resourcecenter.softr.app/organization-details?recordId=recODVw6aJ2H0jfno><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recrt7ObBaFjB3gsFhttps://resourcecenter.softr.app/service-details?recordId=rec5B3FLszmaNILEphttps://resourcecenter.softr.app/service-details?recordId=recfNISlzOrXyCUajhttps://resourcecenter.softr.app/service-details?recordId=reclC6gbMFsEQAlhGhttps://resourcecenter.softr.app/service-details?recordId=recvlFzBx2mAuF7yGhttps://resourcecenter.softr.app/service-details?recordId=recBB9NZs4kHC97T0https://resourcecenter.softr.app/service-details?recordId=recq4qRNGaTUfGgfThttps://resourcecenter.softr.app/service-details?recordId=rec9yoANa45CF81SZhttps://resourcecenter.softr.app/service-details?recordId=recGxosc3fH8tr6VGhttps://resourcecenter.softr.app/service-details?recordId=recrsUEPPofzPXs3G><span>Service Name</span></a></li></ul>"
"975 E North Foothills Dr, Bldg A, Spokane, WA 99207",975 E North Foothills Dr,Bldg A,Spokane,WA,99207,"975 E North Foothills Dr, Spokane, WA 99207",https://www.google.com/maps/search/975%20E%20North%20Foothills%20Dr%2C%20Spokane%2C%20WA%2099207,,47.68355264,-117.39566140,41,Homeless Resources_27,Homeless Resources,27,https://resourcecenter.softr.app/organization-details?recordId=recgVl4GtcdSV0cSC,"Diversion - Catholic Charities Eastern Washington - 84,Homeless Family Coordinated Assessment (HFCA) - Catholic Charities Eastern Washington - 85","Diversion, Homeless Family Coordinated Assessment (HFCA)","84, 85","https://resourcecenter.softr.app/service-details?recordId=recmTlZSdvOndpIX3, https://resourcecenter.softr.app/service-details?recordId=recz03OtxbM0ZeOIt",1/7/2025 6:01pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>975 E North Foothills Dr, Bldg A, Spokane, WA 99207</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recgVl4GtcdSV0cSC><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recmTlZSdvOndpIX3https://resourcecenter.softr.app/service-details?recordId=recz03OtxbM0ZeOIt><span>Service Name</span></a></li></ul>"
"1025 W Indiana Ave, Spokane, WA 99205",1025 W Indiana Ave,,Spokane,WA,99205,"1025 W Indiana Ave, Spokane, WA 99205",https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,,47.67485000,-117.42714550,5,American Indian Community Center_3,American Indian Community Center,3,https://resourcecenter.softr.app/organization-details?recordId=recmrH0mI8zpp6dSh,"AICC Food Distribution Center - American Indian Community Center - 9,Computer Access - American Indian Community Center - 10,Family Services - Crisis Intervention - American Indian Community Center - 11,Senior Lunches - American Indian Community Center - 12,Working Families Tax Credit Outreach Program - American Indian Community Center - 13,Mental Health and Substance Use Disorder Treatment - American Indian Community Center - 281","AICC Food Distribution Center, Computer Access, Family Services - Crisis Intervention, Senior Lunches, Working Families Tax Credit Outreach Program, Mental Health and Substance Use Disorder Treatment","9, 10, 11, 12, 13, 281","https://resourcecenter.softr.app/service-details?recordId=recjKlIi7egiUF2jL, https://resourcecenter.softr.app/service-details?recordId=receJEqEw7szDYnyF, https://resourcecenter.softr.app/service-details?recordId=recfQ348uIf9PxY07, https://resourcecenter.softr.app/service-details?recordId=recQTbXtkjXLv35f2, https://resourcecenter.softr.app/service-details?recordId=recNUdxv4q0hqYYxW, https://resourcecenter.softr.app/service-details?recordId=recJ2PxG5OL5gboyg",2/4/2025 11:17am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1025 W Indiana Ave, Spokane, WA 99205</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recmrH0mI8zpp6dSh><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recjKlIi7egiUF2jLhttps://resourcecenter.softr.app/service-details?recordId=receJEqEw7szDYnyFhttps://resourcecenter.softr.app/service-details?recordId=recfQ348uIf9PxY07https://resourcecenter.softr.app/service-details?recordId=recQTbXtkjXLv35f2https://resourcecenter.softr.app/service-details?recordId=recNUdxv4q0hqYYxWhttps://resourcecenter.softr.app/service-details?recordId=recJ2PxG5OL5gboyg><span>Service Name</span></a></li></ul>"
"1101 W College Ave, Suite 240, Spokane, WA 99201",1101 W College Ave,Suite 240,Spokane,WA,99201,"1101 W College Ave, Spokane, WA 99201",https://www.google.com/maps/search/1101%20W%20College%20Ave%2C%20Spokane%2C%20WA%2099201,,47.66309260,-117.42830840,85,Spokane Regional Health District (SRHD)_94,Spokane Regional Health District (SRHD),94,https://resourcecenter.softr.app/organization-details?recordId=rec9I3OwbXIRZJifC,Access to Baby & Child Dentistry (ABCD) - Spokane Regional Health District (SRHD) - 238,Access to Baby & Child Dentistry (ABCD),238,https://resourcecenter.softr.app/service-details?recordId=recdDPggblkikZU4w,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1101 W College Ave, Suite 240, Spokane, WA 99201</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=rec9I3OwbXIRZJifC><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recdDPggblkikZU4w><span>Service Name</span></a></li></ul>"
"1116 W Broadway Ave, 4th Floor Annex County Courthouse, Spokane, WA 99260",1116 W Broadway Ave,4th Floor Annex County Courthouse,Spokane,WA,99260,"1116 W Broadway Ave, Spokane, WA 99260",https://www.google.com/maps/search/1116%20W%20Broadway%20Ave%2C%20Spokane%2C%20WA%2099260,,47.66445657,-117.42851220,79,Spokane County Bar Association (SCBA)_56,Spokane County Bar Association (SCBA),56,https://resourcecenter.softr.app/organization-details?recordId=recB77oLGq1U0ou8A,"Volunteer Lawyers Program - Spokane County Bar Association (SCBA) - 152,Online Lawyer Referral Service - Spokane County Bar Association (SCBA) - 151","Volunteer Lawyers Program, Online Lawyer Referral Service","152, 151","https://resourcecenter.softr.app/service-details?recordId=recHgcz8jlOGy2YYO, https://resourcecenter.softr.app/service-details?recordId=recnwPFJQrdQUBKyI",12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1116 W Broadway Ave, 4th Floor Annex County Courthouse, Spokane, WA 99260</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recB77oLGq1U0ou8A><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recHgcz8jlOGy2YYOhttps://resourcecenter.softr.app/service-details?recordId=recnwPFJQrdQUBKyI><span>Service Name</span></a></li></ul>"
"1175 Shaw Ave, Clovis, CA 93612",1175 Shaw Ave,,Clovis,CA,93612,"1175 Shaw Ave, Clovis, CA 93612",https://www.google.com/maps/search/1175%20Shaw%20Ave%2C%20Clovis%2C%20CA%2093612,,36.80860711,-119.69423750,24,Computers with Causes_15,Computers with Causes,15,https://resourcecenter.softr.app/organization-details?recordId=recnLYh1cBiNivUu8,Affordable Computers - Computers with Causes - 49,Affordable Computers,49,https://resourcecenter.softr.app/service-details?recordId=recC0ff6Z1s1eRCGn,1/7/2025 5:48pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1175 Shaw Ave, Clovis, CA 93612</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recnLYh1cBiNivUu8><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recC0ff6Z1s1eRCGn><span>Service Name</span></a></li></ul>"
"1212 N Howard St, Spokane, WA 99201",1212 N Howard St,,Spokane,WA,99201,"1212 N Howard St, Spokane, WA 99201",https://www.google.com/maps/search/1212%20N%20Howard%20St%2C%20Spokane%2C%20WA%2099201,,47.66832267,-117.42096670,77,Spokane Central Lions Club_55,Spokane Central Lions Club,55,https://resourcecenter.softr.app/organization-details?recordId=recPwr6fwTjqrwugI,Lions Sight and Hearing Program - Spokane Central Lions Club - 150,Lions Sight and Hearing Program,150,https://resourcecenter.softr.app/service-details?recordId=recoL912BmqVvAwdE,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1212 N Howard St, Spokane, WA 99201</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recPwr6fwTjqrwugI><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recoL912BmqVvAwdE><span>Service Name</span></a></li></ul>"
"1222 W 2nd Ave, Spokane, WA 99201",1222 W 2nd Ave,,Spokane,WA,99201,"1222 W 2nd Ave, Spokane, WA 99201",https://www.google.com/maps/search/1222%20W%202nd%20Ave%2C%20Spokane%2C%20WA%2099201,,47.65475490,-117.43043390,48,"Meals on Wheels Spokane_100,Mid-City Concerns Senior Center_101","Meals on Wheels Spokane, Mid-City Concerns Senior Center","100, 101","https://resourcecenter.softr.app/organization-details?recordId=recpwjhz4EpejElga, https://resourcecenter.softr.app/organization-details?recordId=recwqzH9I7iNf8ZbA",Mid-City Concerns Senior Center Meals - Meals on Wheels Spokane - 245,Mid-City Concerns Senior Center Meals,245,https://resourcecenter.softr.app/service-details?recordId=recrExmibh3QzXt2A,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1222 W 2nd Ave, Spokane, WA 99201</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recpwjhz4EpejElgahttps://resourcecenter.softr.app/organization-details?recordId=recwqzH9I7iNf8ZbA><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recrExmibh3QzXt2A><span>Service Name</span></a></li></ul>"
"1224 E Trent Ave, Spokane, WA 99202",1224 E Trent Ave,,Spokane,WA,99202,"1224 E Trent Ave, Spokane, WA 99202",https://www.google.com/maps/search/1224%20E%20Trent%20Ave%2C%20Spokane%2C%20WA%2099202,,47.66179896,-117.39241980,100,Union Gospel Mission (UGM)_73,Union Gospel Mission (UGM),73,https://resourcecenter.softr.app/organization-details?recordId=rec1HJErtu7KMvKnL,"Men's Shelter - Union Gospel Mission (UGM) - 190,Soup Kitchen - Union Gospel Mission (UGM) - 191","Men's Shelter, Soup Kitchen","190, 191","https://resourcecenter.softr.app/service-details?recordId=recHczVzsuaGD027n, https://resourcecenter.softr.app/service-details?recordId=recWobqxWqm64iWL1",2/4/2025 11:21am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1224 E Trent Ave, Spokane, WA 99202</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=rec1HJErtu7KMvKnL><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recHczVzsuaGD027nhttps://resourcecenter.softr.app/service-details?recordId=recWobqxWqm64iWL1><span>Service Name</span></a></li></ul>"
"1228 W Nebraska Ave, Spokane, WA 99205",1228 W Nebraska Ave,,Spokane,WA,99205,"1228 W Nebraska Ave, Spokane, WA 99205",https://www.google.com/maps/search/1228%20W%20Nebraska%20Ave%2C%20Spokane%2C%20WA%2099205,,47.70919125,-117.43003800,13,Caritas Outreach Ministries_10,Caritas Outreach Ministries,10,https://resourcecenter.softr.app/organization-details?recordId=rechVnCXAFJMvcpUK,"Bus Passes & Fuel Vouchers - Caritas Outreach Ministries - 32,Caritas Food Bank - Caritas Outreach Ministries - 33,Hygiene Center - Caritas Outreach Ministries - 34,Utilities Assistance - Caritas Outreach Ministries - 35","Bus Passes & Fuel Vouchers, Caritas Food Bank, Hygiene Center, Utilities Assistance","32, 33, 34, 35","https://resourcecenter.softr.app/service-details?recordId=recB0Wkhdma8V4p0p, https://resourcecenter.softr.app/service-details?recordId=recdXbfxzi1lq441M, https://resourcecenter.softr.app/service-details?recordId=recrUsnEEOPofY4r0, https://resourcecenter.softr.app/service-details?recordId=recvhBaQCPjFmpuZH",1/7/2025 5:37pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1228 W Nebraska Ave, Spokane, WA 99205</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=rechVnCXAFJMvcpUK><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recB0Wkhdma8V4p0phttps://resourcecenter.softr.app/service-details?recordId=recdXbfxzi1lq441Mhttps://resourcecenter.softr.app/service-details?recordId=recrUsnEEOPofY4r0https://resourcecenter.softr.app/service-details?recordId=recvhBaQCPjFmpuZH><span>Service Name</span></a></li></ul>"
"1234 E Front Ave , Spokane, WA 99202",1234 E Front Ave ,,Spokane,WA,99202,"1234 E Front Ave , Spokane, WA 99202",https://www.google.com/maps/search/1234%20E%20Front%20Ave%20%2C%20Spokane%2C%20WA%2099202,,47.66005092,-117.39126767,112,2nd Harvest_83,2nd Harvest,83,https://resourcecenter.softr.app/organization-details?recordId=recQSJUtfYdZVPztG,Food Finder - 2nd Harvest - 209,Food Finder,209,https://resourcecenter.softr.app/service-details?recordId=recBV1ZuPlJCv6Hdu,1/7/2025 5:40pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1234 E Front Ave , Spokane, WA 99202</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recQSJUtfYdZVPztG><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recBV1ZuPlJCv6Hdu><span>Service Name</span></a></li></ul>"
"1313 N Maple St, Unit 104, Spokane, WA 99201",1313 N Maple St,Unit 104,Spokane,WA,99201,"1313 N Maple St, Spokane, WA 99201",https://www.google.com/maps/search/1313%20N%20Maple%20St%2C%20Spokane%2C%20WA%2099201,,47.66905820,-117.43565110,27,Department of Social and Health Services (DSHS)_18,Department of Social and Health Services (DSHS),18,https://resourcecenter.softr.app/organization-details?recordId=recmO3Dr4zrbbvEk2,"Food Assistance Program (FAP) - Department of Social and Health Services (DSHS) - 52,Temporary Assistance for Needy Families (TANF) - Department of Social and Health Services (DSHS) - 53","Food Assistance Program (FAP), Temporary Assistance for Needy Families (TANF)","52, 53","https://resourcecenter.softr.app/service-details?recordId=recUlRpIV9V20WjPZ, https://resourcecenter.softr.app/service-details?recordId=rec3yJ4vmPZL57uLe",1/7/2025 5:53pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1313 N Maple St, Unit 104, Spokane, WA 99201</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recmO3Dr4zrbbvEk2><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recUlRpIV9V20WjPZhttps://resourcecenter.softr.app/service-details?recordId=rec3yJ4vmPZL57uLe><span>Service Name</span></a></li></ul>"
"1408 N Washington St, Spokane, WA 99201",1408 N Washington St,,Spokane,WA,99201,"1408 N Washington St, Spokane, WA 99201",https://www.google.com/maps/search/1408%20N%20Washington%20St%2C%20Spokane%2C%20WA%2099201,,47.67046344,-117.41719300,105,Women & Children's Free Restaurant & Community Kitchen_78,Women & Children's Free Restaurant & Community Kitchen,78,https://resourcecenter.softr.app/organization-details?recordId=recd6H3LrOTKXlxTS,Curbside Grocery Service - Women & Children's Free Restaurant & Community Kitchen - 200,Curbside Grocery Service,200,https://resourcecenter.softr.app/service-details?recordId=recxd6WzzKm2RpuEc,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1408 N Washington St, Spokane, WA 99201</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recd6H3LrOTKXlxTS><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recxd6WzzKm2RpuEc><span>Service Name</span></a></li></ul>"
"1441 N Argonne Rd, Spokane Valley, WA 99212",1441 N Argonne Rd,,Spokane Valley,WA,99212,"1441 N Argonne Rd, Spokane Valley, WA 99212",https://www.google.com/maps/search/1441%20N%20Argonne%20Rd%2C%20Spokane%20Valley%2C%20WA%2099212,,47.67010897,-117.28292100,92,,,,,The Arc Thrift Store - Spokane Valley - The Arc of Spokane - 168,The Arc Thrift Store - Spokane Valley,168,https://resourcecenter.softr.app/service-details?recordId=rec6RILc5hglWWjYb,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1441 N Argonne Rd, Spokane Valley, WA 99212</h3><h4>Organizations</h4><ul><li><a href=><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=rec6RILc5hglWWjYb><span>Service Name</span></a></li></ul>"
"1502 N Monroe St, Spokane, WA 99201",1502 N Monroe St,,Spokane,WA,99201,"1502 N Monroe St, Spokane, WA 99201",https://www.google.com/maps/search/1502%20N%20Monroe%20St%2C%20Spokane%2C%20WA%2099201,,47.67137429,-117.42655390,61,"Latinos En Spokane_103,Poder Legal_104","Latinos En Spokane, Poder Legal","103, 104","https://resourcecenter.softr.app/organization-details?recordId=reciXzDUkYHi9p66t, https://resourcecenter.softr.app/organization-details?recordId=rectmZILwpslVdgoe","General Legal Aid - Latinos En Spokane - 248,Immigration Services - Latinos En Spokane - 249,Court Self-Help Services - Latinos En Spokane - 250,FREE Notary Public Services - Latinos En Spokane - 251,FREE Legal & Immigration Clinic - Latinos En Spokane - 252","General Legal Aid, Immigration Services, Court Self-Help Services, FREE Notary Public Services, FREE Legal & Immigration Clinic","248, 249, 250, 251, 252","https://resourcecenter.softr.app/service-details?recordId=recYPRZvhdyGeOIXm, https://resourcecenter.softr.app/service-details?recordId=rechASXfJvq8fq1v9, https://resourcecenter.softr.app/service-details?recordId=recu1O8BMUmkMdAEN, https://resourcecenter.softr.app/service-details?recordId=recKIzMexuBBfwC9u, https://resourcecenter.softr.app/service-details?recordId=recBeIlaR25vXlSPm",12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1502 N Monroe St, Spokane, WA 99201</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=reciXzDUkYHi9p66thttps://resourcecenter.softr.app/organization-details?recordId=rectmZILwpslVdgoe><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recYPRZvhdyGeOIXmhttps://resourcecenter.softr.app/service-details?recordId=rechASXfJvq8fq1v9https://resourcecenter.softr.app/service-details?recordId=recu1O8BMUmkMdAENhttps://resourcecenter.softr.app/service-details?recordId=recKIzMexuBBfwC9uhttps://resourcecenter.softr.app/service-details?recordId=recBeIlaR25vXlSPm><span>Service Name</span></a></li></ul>"
"1504 W Grace Ave, Spokane, WA 99205",1504 W Grace Ave,,Spokane,WA,99205,"1504 W Grace Ave, Spokane, WA 99205",https://www.google.com/maps/search/1504%20W%20Grace%20Ave%2C%20Spokane%2C%20WA%2099205,,47.68360188,-117.43411290,29,Family of Faith Community Church_19,Family of Faith Community Church,19,https://resourcecenter.softr.app/organization-details?recordId=recu83bthT6vAOQp1,"Alcoholics Anonymous - Family of Faith Community Church - 54,Breaking Bread (Food Pantry) - Family of Faith Community Church - 55,Breaking Bread (Food Rescue) - Family of Faith Community Church - 56,Celebrate Families - Family of Faith Community Church - 57,Celebrate Recovery - Family of Faith Community Church - 58,Narcotics Anonymous - Family of Faith Community Church - 59","Alcoholics Anonymous, Breaking Bread (Food Pantry), Breaking Bread (Food Rescue), Celebrate Families, Celebrate Recovery, Narcotics Anonymous","54, 55, 56, 57, 58, 59","https://resourcecenter.softr.app/service-details?recordId=recNn1hg0W4dLwv2G, https://resourcecenter.softr.app/service-details?recordId=recZHKR5ksSpPkgYV, https://resourcecenter.softr.app/service-details?recordId=recAFtfnsvHqt6xCr, https://resourcecenter.softr.app/service-details?recordId=recvTV5OvneUWCyE1, https://resourcecenter.softr.app/service-details?recordId=rect5hp1Ts72MobZG, https://resourcecenter.softr.app/service-details?recordId=recBtcM8SWwYQBSSA",1/7/2025 5:53pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1504 W Grace Ave, Spokane, WA 99205</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recu83bthT6vAOQp1><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recNn1hg0W4dLwv2Ghttps://resourcecenter.softr.app/service-details?recordId=recZHKR5ksSpPkgYVhttps://resourcecenter.softr.app/service-details?recordId=recAFtfnsvHqt6xCrhttps://resourcecenter.softr.app/service-details?recordId=recvTV5OvneUWCyE1https://resourcecenter.softr.app/service-details?recordId=rect5hp1Ts72MobZGhttps://resourcecenter.softr.app/service-details?recordId=recBtcM8SWwYQBSSA><span>Service Name</span></a></li></ul>"
"1509 W College Ave, Spokane, WA 99201",1509 W College Ave,,Spokane,WA,99201,"1509 W College Ave, Spokane, WA 99201",https://www.google.com/maps/search/1509%20W%20College%20Ave%2C%20Spokane%2C%20WA%2099201,,47.66353800,-117.43407590,58,Our Place_41,Our Place,41,https://resourcecenter.softr.app/organization-details?recordId=recCmBUa3UOUUyjCO,"Food Distribution Center - Our Place - 125,Free Laundry Service - Our Place - 126,Bus Passes - Our Place - 123,Clothing & Housewares Outlet - Our Place - 124,Avista Assistance - Our Place - 122,Hygiene Center - Our Place - 127","Food Distribution Center, Free Laundry Service, Bus Passes, Clothing & Housewares Outlet, Avista Assistance, Hygiene Center","125, 126, 123, 124, 122, 127","https://resourcecenter.softr.app/service-details?recordId=recUQA605M3X5sHUI, https://resourcecenter.softr.app/service-details?recordId=recXMeR2M5UTdyL9W, https://resourcecenter.softr.app/service-details?recordId=rec9M2HPW7M51KQ73, https://resourcecenter.softr.app/service-details?recordId=recddfE0HBal7o2nf, https://resourcecenter.softr.app/service-details?recordId=recu9DfSIlu0eEAC9, https://resourcecenter.softr.app/service-details?recordId=recfH6ooPZjaIUJSt",2/4/2025 11:04am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1509 W College Ave, Spokane, WA 99201</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recCmBUa3UOUUyjCO><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recUQA605M3X5sHUIhttps://resourcecenter.softr.app/service-details?recordId=recXMeR2M5UTdyL9Whttps://resourcecenter.softr.app/service-details?recordId=rec9M2HPW7M51KQ73https://resourcecenter.softr.app/service-details?recordId=recddfE0HBal7o2nfhttps://resourcecenter.softr.app/service-details?recordId=recu9DfSIlu0eEAC9https://resourcecenter.softr.app/service-details?recordId=recfH6ooPZjaIUJSt><span>Service Name</span></a></li></ul>"
"1515 E Illinois Ave, Spokane, WA 99207",1515 E Illinois Ave,,Spokane,WA,99207,"1515 E Illinois Ave, Spokane, WA 99207",https://www.google.com/maps/search/1515%20E%20Illinois%20Ave%2C%20Spokane%2C%20WA%2099207,,47.67852867,-117.38777880,101,,,,,Women & Children's Shelter - Union Gospel Mission (UGM) - 192,Women & Children's Shelter,192,https://resourcecenter.softr.app/service-details?recordId=recwx14gOwBOzuYgq,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1515 E Illinois Ave, Spokane, WA 99207</h3><h4>Organizations</h4><ul><li><a href=><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recwx14gOwBOzuYgq><span>Service Name</span></a></li></ul>"
