id,name,org_id,location_id,satus,details,open_hours,is_online_only,is_application_only,eligibility,cost_id,contact_id,language_info,log_id,keyword_id
243,Self-Sufficiency Grant,98,50,Active,"**Modest Needs' hallmark grant is our Self-Sufficiency Grant. We make Self-Sufficiency Grants in an effort to assist individuals and families who, because they are working and live just above the poverty level, are ineligible for most types of conventional social assistance but who, all the same, are living one or two lost paychecks away from the kind of financial catastrophe that eventually leads to homelessness. **
We give special consideration to persons living alone (single persons with no dependent children), public school teachers, and first responders - the people who do the most for our communities but who don't generally qualify to receive assistance from conventional agencies, even though these good folks are often grossly undercompensated for their work.
Generally, Modest Needs offers Self-Sufficiency Grants to qualified individuals / households who need help to afford two specific types of expenses:

* **Unexpected or emergency expenses that an individual or family living paycheck-to-paycheck could not possibly afford without a short-term hand-up.**
<br>
    Examples of expenses of this type with which Modest Needs has helped in the past include everything from the cost of medical care not covered by insurance to the cost of repairing or replacing a major appliance to the cost of required work tools or uniforms to the cost of legal fees to complete an adoption to - tragically - the cost of burying a family member that has unexpectedly passed away; and
* **Monthly bills that an individual or family living paycheck-to-paycheck cannot afford to pay at the time of their application because of a documentable extenuating circumstance that occurred within the past year.**
<br>
    For example, if you were required to take unpaid leave from work because your child was ill and now cannot afford the cost of your auto insurance, or if you were in an auto accident and cannot afford this month's rent or mortgage payment because you had to pay a deductible to repair your car - under these kinds of documentable emergency situations, Modest Needs would consider paying a regular monthly bill on behalf of your household on a one-time basis.

**Grant Limitations**
While we try to be as flexible as we can with the requests for assistance we receive, Modest Needs cannot ever help persons to afford expenses that fall into one or more of the following three categories:

* **Expenses we are not permitted to pay as a matter of law.**
    Expenses of this type would include federal, state, or local tax payments, including property tax payments, past-due child support payments, or fines / legal fees associated with a civil or criminal offense with which an applicant has been charged (for example, we can't pay traffic tickets or help you to retain an attorney because you've been sued or charged with a crime).
* **Expenses that we cannot pay on behalf of an applicant without sending cash or a gift card directly to that applicant.**
    Modest Needs' policies prohibit our sending cash directly to an applicant, so unfortunately, we cannot help applicants to afford, for example, the cost of groceries or gas, the cost of covering an overdraft in an applicant's bank account, or the cost of repaying a payday loan.
    Similarly, we can't make a rental payment if, for example, an applicant is renting from a family member (this would be like giving cash directly to the applicant's family), and we can't help applicants to afford utility or rental deposits (these payments are returned to applicants as cash at the end of the rental term.)
* **Expenses related to credit card debt, bankruptcy, or luxury items.**
    At Modest Needs, we believe that the best kind of giving is responsible giving. So, as a matter of organizational policy, we do not help persons to afford credit card bills; the cost of filing for bankruptcy or making scheduled bankruptcy payments; or luxury goods / services of any kind (for example, the cost of replacing a broken television or the cost of taking your family on a vacation).

**Apply Online** Once you have read over the eligibility requirements and confirmed that you likely qualify, you can apply online using [this link](https://www.modestneeds.org/for-applicants/apply-for-help.asp).",Contact for an appointment. (Phone line is active 8am - 2pm EST),,,"Modest Needs' mission is to help **low-income workers** who are struggling to shoulder the burden of a short-term emergency expense.
In keeping with our mission, Modest Needs' applicants must meet the following income and employment guidelines:
* At least one adult member of the applicant's household must be documentably employed at the time of the application; AND
* The primary (largest) source of income for each applicant's household must be either income earned from employment; or child support payments; or Veteran's Benefits; or retirement income (including Social Security retirement benefits)

**Modest Needs regularly makes grants to households receiving types of income other than those listed above (Social Security Disability Income, for example). However, in light of Modest Needs' mission, applicants whose households do NOT meet the income and employment guidelines listed above will NOT qualify to apply for a grant from Modest Needs.**
If you need help to afford a short-term emergency expense but know that your household does not meet the income and employment guidelines listed above, please do not complete an application for assistance from Modest Needs. Instead, please consider contacting your local 2-1-1 and requesting a referral, or have a look at our [resource database](https://www.modestneeds.org/tools/resources/) to see if we list another agency that might be able to help you.",129,240,No listed language support,240,129
112,Refurbished Medical & Mobility Equipment,34,51,Active,"The MSHH Donor Closet accepts donations of no longer needed medical and mobility equipment, refurbish and make it available at a reasonable ""suggested donation price"".","Wednesdays / Fridays / Saturdays, 10 AM - 3 PM",,,NONE,130,241,No listed language support,241,130
113,Free Eyeglasses,35,52,Active,"New Eyes provides new prescription eyeglasses for children and adults in financial need throughout the United States who cannot afford glasses on their own. Eligible if living in a household at 250% or less of Federal Poverty Guidelines.

This program provides:
- A pair of single or lined bifocal eyeglasses - lenses and frame. (2 identical pairs provided for children under 18) NOT progressives/transitions or special filter lenses.

Individuals can apply for themselves OR through a caseworker. The online application is accessible to social service agencies/health advocates who apply on their clients behalf and also to individuals who may apply directly.
When you have an e-voucher from New Eyes, glasses must be ordered online from our partner dispenser www.neweyesglasses.org

Social Service Agencies or referring caseworkers will need the following information from their client:
- Contact information including name, address, and email (if available)
- Monthly approximate net income and expenses
- A prescription for eyeglasses from a recent eye exam (within the last 24 months)

Agency’s tax ID is needed as verification of a new agency registration. Please visit the website to apply.
Vouchers are good for three months from the date of issue.

A $10 program fee applies.",Apply online,,,"'- Applicants must have an email to apply directly and to ask questions to New Eyes. There is no telephone support. All customer care to info@new-eyes.org. Only refer clients with their email for a response please.
- Applications can be made online 24/7. Individuals can apply through a referring case worker/health advocate/ support group OR directly through New Eyes website. The program is fully online and glasses will be ordered online by the applicant or caseworker from our partner dispenser and shipped out.
- Applicants must hold a recent eye exam (dated within the last 24 months) including their pupillary distance (PD) measurement before applying. If it is not included on the eyeglasses prescription (preferable) you may measure it yourself. (Instructions on New Eyes website)
- This program helps people with income at or below 250% of federal poverty guidelines.",131,242,No listed language support,242,131
285,After School Camp,107,10,Active,"Many parents are looking for affordable, quality licensed childcare and have asked us to design an after-school program to meet their needs. Your child will be transported from school and brought to the Northeast Youth Center for an afterschool meal, recreational activities, homework help, arts & crafts, and weekly field trips.","Weekly until 6:00pm
Closed ALL federal holidays",,,Call for more information or to register.,132,243,No listed language support,243,132
284,Before School Camp,107,10,Active,"Working early and can’t find someone to take your child to school? Mornings are so important for children to get off to a good start! Every morning your child will be greeted with fun & games, hair styling, last-minute homework help, BREAKFAST, and safe travel to school on time!","Weekly 6:00am - Start of school
Closed ALL federal holidays",,,Call for more information or to register.,133,244,No listed language support,244,133
287,Early Childhood Education and Assistance Program (ECEAP),107,10,Active,"Washington state’s comprehensive preschool program, The Early Childhood Education and Assistance Program (ECEAP), is designed to serve 3 and 4-year-old children and their families who meet the income and environmental eligibility criteria, and it is available for free. ECEAP is committed to preparing children for kindergarten through education, health and nutrition services, family support, advocacy training, and parent education. The ECEAP takes an approach that prioritizes long-term success, utilizing trauma-informed care, Conscious Discipline (a research-based social-emotional curriculum that prioritizes the adult’s role), enriched learning environments, and dedicated staff to promote social-emotional skills, resilience, and academic readiness.",Call for more information,,,"Children 3-5 years old who are (only 1 item needed to qualify): 
1. From a family with a low annual income (at or below 110 percent of the federal poverty level)
2. Qualify for school district Special Education Services
3. Have developmental or environmental risk factors that could affect school success
",134,245,No listed language support,245,134
286,Winter/Spring Break Camp,107,10,Active,"WINTER
Are you looking for a fun licensed camp while your children are on break? We have exactly that for you! Join us for fun, games, crafts and many more winter recreation activities that will knock your boots off! Need one day or the whole week, we can help you! Lunch Included.

SPRING
If you are a working parent looking for quality and an affordable licensed day camp program to make your child’s spring break the best ever- this is the perfect place for your child(ren)! Registration accepted now with payment plan options available, state pay accepted (DSHS), includes field trips, breakfast & lunch! Hurry, camp space books fast!",6:00am - 6:00pm,,,Call for more information or to register.,135,246,No listed language support,246,135
114,A Hand Up (Hygiene Center),37,53,Active,"A Hand Up, provides clients within the 99207 and 99217 zip codes with personal hygiene products, cleaning supplies, paper goods and other health related items to meet their needs.  This is the only such resource in Spokane and unfortunately, we often have to turn away needy clients due to a lack of supplies.","2nd & 4th Mondays of the month, 4 PM - 5:30 PM
3rd Saturday of the month, 9 AM - 10 AM",,,Must bring proof of residency within postal codes 99207 or 99217,136,247,No listed language support,247,136
115,KidZone (Community Event),37,53,Active,"This is a bi-monthly ministry for children held on the first and second Thursday evenings during the school year providing them (and their parents) with a hot meal, games and opportunity to study the Bible.","1st & 2nd Thursdays of the month, evenings. (During the school year)",,,Must bring proof of residency within postal codes 99207 or 99218,137,248,No listed language support,248,137
116,The Northeast Community Food Pantry,37,53,Active,"The Northeast Community Food Pantry serves approximately 2800 families consisting of approximately 8900 individuals a year.  We are an outlet for the Second Harvest Food Bank and Northwest Harvest serving zip codes 99207 and 99217, but all those in need are welcome.  All of our workers are caring volunteers.","Tuesdays 11 AM - 12:45 PM
Thursdays 9 AM - 10:30 AM",,,Must bring proof of residency within postal codes 99207 or 99217,138,249,No listed language support,249,138
117,CLEAR Hotline,38,54,Active,"CLEAR (Coordinated Legal Education, Advice and Referral) is a toll-free legal hotline for people with low incomes.

Based on the information you give us, we may do one or more of the following: 
1. Give you verbal or written advice that may help you to solve your problem on your own; 
2. Send you written legal information and/or forms to help you solve the problem on your own; 
3. Try to resolve your problem through negotiation;
4. Refer you to another legal aid service. 
We try to make the best referral possible. We cannot guarantee that a referral will be available or that a referral agency or program will be able to help you.","Weekdays, 9:15 AM - 12:15 PM",,,"Before we can assist you, we must collect some information from you to determine if you are eligible for services. In most counties, persons who are 60 and over will not be denied assistance based on their income. Services are targeted to problems that affect basic needs such as housing, income, medical care and family safety. Due to limited resources, lawyers and paralegals are not able to assist every caller. ",139,250,No listed language support,250,139
118,Eviction Help,38,54,Active,"Renters with low income facing eviction in Washington State can get free legal help. If your eviction case ends up in court and you are low-income, you have a right to a free lawyer.
You also have a legal right to an interpreter in your language.

Fill out the online form in English or Spanish or call the Eviction Defense line at 1-855-657-8387. Interpreters available in all languages.

You will be asked to provide:
- Contact information, including your name, address, phone number, and email address
- Income information and the number of people in your household
- Personal information, including your date of birth, race and ethnicity, and gender
If you are eligible, someone will call you on the phone to connect you to an attorney from Northwest Justice Project or another legal service provider that may be in your area.",Apply online.,,,Explained during the application process.,140,251,No listed language support,251,140
220,Eviction Mediation,89,55,Active,"Mediation is informal, voluntary, and confidential. The process gives the parties the opportunity to discuss the issues raised in the disagreement, clear up misunderstandings, determine underlying interests or concerns, and draft an agreement. Any agreement reached in mediation is the agreement of both parties.","Fill out the form online to get started. Mediation is by appointment only.

To prepare for your mediation intake process with Northwest Mediation Center,
please be ready with this information (all of which is kept confidential):

* Your name, address, phone and email information
* Contact information for the other parties
* Your attorney's name (if you have one)
* Your gross yearly income, for determination of your rate (see the ['Costs'](https://www.nwmediationcenter.com/costs) section)
* Dates or times, during regular business hours, when you could participate in mediation
* What kind of conflict it is (for example, parenting plan, marriage dissolution, landlord/tenant, business to business, etc.)",,,Unlisted,141,252,No listed language support,252,141
119,Monday Night Dinner,39,56,Active,,"Mondays, 4 PM - 5 PM",,,NONE,142,253,No listed language support,253,142
120,OBL Food Distribution Center,39,56,Active,,"Mondays, 2 PM - 4 PM",,,NONE,143,254,No listed language support,254,143
121,Car Seats,40,57,Active,"Send completed forms (see attachments) to anne.zaro@ccs.spokane.edu. When approved, you will be notified and given a link to schedule a fitting with the SafeKids Coalition at Providence Hospital.",Apply via email (see details).,,,"Families are eligible after they have exhausted all other avenues of assistance (DSHS, SNAP, etc.).",144,255,No listed language support,255,144
122,Avista Assistance,41,58,Active,"Once per year, Our Place will provide Avista (utilities) assistance of up to $300 for West Central residents.
Call on the first Tuesday of the month with your account number ready to share to request help.",1st Tuesday of the month. (phone call only),,,Must live in the West Central area.,145,256,No listed language support,256,145
123,Bus Passes,41,58,Active,"Our Place offers a limited amount of day bus passes, valid for up to 3 rides. Passes distributed during service on a first come, first serve basis through our Food Center check in table. ","Wednesdays 4 PM - 6 PM
Thursdays 10 AM - 12:30 PM",,,NONE,146,257,No listed language support,257,146
124,Clothing & Housewares Outlet,41,58,Active,"Clothing and household items are available to anyone in need, all dependent upon donations that come in. Our supply can change at a moment's notice!","Wednesdays 4 PM - 6 PM
Thursdays 10 AM - 12:30 PM",,,NONE,147,258,No listed language support,258,147
125,Food Distribution Center,41,58,Active,"Our Free Fresh Market is open for anyone who is hungry, no documentation needed. Join us during service to ""shop"" for food from our free outdoor market!","Wednesdays 4 PM - 6 PM
Thursdays 10 AM - 12:30 PM",,,NONE,148,259,No listed language support,259,148
126,Free Laundry Service,41,58,Active,"Laundry is available on a first come, first served basis. Opens 9AM Tues & Thurs, & 2PM Weds. Last load must be in by 10:45AM Tues, 4:45PM Weds, and 11:15AM Thurs. Households of 1-2 people may do up to 2 loads/week; households of 3+ people may do up to 4 loads/week.","Tuesdays 9 AM - 10:45 AM
Wednesdays 2 PM - 4:45 PM
Thursdays 9 AM - 11:15 AM",,,NONE,149,260,No listed language support,260,149
127,Hygiene Center,41,58,Active,"Our Place distributes personal hygiene supplies to all, as our supplies allows. We offer items such as shampoo, toilet paper, feminine hygiene products, diapers, makeup, and more!","Wednesdays 4 PM - 6 PM
Thursdays 10 AM - 12:30 PM",,,NONE,150,261,No listed language support,261,150
128,Clothing & Housewares Outlet,42,59,Active,"As our flagship service line our clothing bank provides clothing, shoes, small kitchen appliances, household items, diapers, personal care items and newborn layettes to those in need.","Mondays / Tuesdays / Wednesdays / Thursdays, 10 AM - 3 PM",,,"Proof of residency for all household members over the age of 18. Mail documents with home address dated within the last 30 days. Only services the following zipcodes: 99012, 99015, 99016, 99018, 99019, 99023, 99025, 99027, 99030, 99036, 99037, 99039, 99206, 99207, 99212 and 99216.",151,262,No listed language support,262,151
129,Food for Thought,42,59,Active,"In Spokane County 1 in 5 children live in ""food insecure"" homes. That means those families don't have enough food for every family member to lead a healthy life. This doesn't always mean that there is nothing to eat. But it can mean that children get smaller portions than they need, or parents aren't able to afford nutritious foods. This food insecurity threatens a child's well-being and potential for success. Food For Thought provides weekend meals for over 500 students each week to help improve school performance, academic success and cognitive development.",Call during standard business hours.,,,"Students must attend one of the following schools:
Adams Elementary
Bowdish Middle School
Broadway Elementary
Chester Elementary
CVHS - Central Valley Alternative
CVHS - Central Valley High School
Dishman Hills
ELC - Early Learning Center
Evergreen Middle School
EVSD - East Valley School District
Greenacres Elementary
Liberty Creek
Liberty Lake Elementary
Mc Donald Elementary
Mica Peak High School
North Pines Middle School
Opportunity
Ponderosa
Progress Elementary
South Pines Elementary
Spokane Valley Tech
Summit School
Sunrise Elementary
University Elementary
University High School",152,263,No listed language support,263,152
130,Partners INW Food Bank,42,59,Active,Food Bank service is Monday-Friday from 9am-3pm. No appointment necessary. If you have any questions please give us a call (509) 927-1153.,"Weekdays, 9 AM - 3 PM",,,"Proof of residency for all household members over the age of 18. Mail documents with home address dated within the last 30 days. Only services the following zipcodes: 99012, 99015, 99016, 99018, 99019, 99023, 99025, 99027, 99030, 99036, 99037, 99039, 99206, 99207, 99212 and 99216.",153,264,No listed language support,264,153
131,Utilities Assistance,42,59,Active,"Partners INW provides emergency utility assistance for people with no place left to turn. In partnership with Avista, Modern Electric and Vera Spokane Valley Partners is able to provide financial assistance for utilities to residents in the Spokane Valley.  Additional assistance is also provided to seniors with needs including prescriptions and medical equipment. Depending upon current levels of funding, our Emergency Assistance may be able to provide short-term help. If we are not able to help, referrals to another Social Services agency will be made.","Weekdays, 8 AM - 4 PM",,,"What to bring to your appointment: A current heating bill, picture ID and Social Security cards for all adults in the household, Verification of all household income for all persons in the home, including earned income (paystub), child support, SSI, SSA, SSD, TANF, Retirement, Unemployment, and Self-Employment. Other documentation may also be required.",154,265,No listed language support,265,154
132,Affordable Computers,43,60,Active,"PCs for People is a national nonprofit social enterprise working to get low-cost quality computers and internet into the homes of individuals, families, and nonprofits with low income. By recycling and then refurbishing computers, PCs for People provides a valuable service to businesses, families, and the planet by keeping computers out of landfills and repurposing them to advance digital inclusion.",Apply online.,,,"Identification:
Photo Identification (Driver's license or State ID card, Passport, Formal ID Card for veterans or students, Company or work issued identification).

Proof of Income:
The prior year's state, federal, or tribal tax return (W2 forms or pay stubs are not acceptable) OR Social Security statement of benefits OR Veteran Administration statement of benefits OR retirement/pension statement of benefits OR Unemployment/Workmen's Compensation statement of benefits OR Federal or tribal notice letter of participation in General Assistance.

Other Documents:
Proof of enrollment in an income-based government assistance program OR Documentation of current household income (under 200% of the federal poverty level or 60% of area median income).",155,266,No listed language support,266,155
250,Court Self-Help Services,104,61,Active,"Free court forms, printing and scanning",Call for an appointment,,,Unlisted,156,267,Limited language access | Spanish,267,156
252,FREE Legal & Immigration Clinic,104,61,Active,"Latinos En Spokane has diligently organized free monthly legal and immigration clinics in partnership with Gonzaga Law School, the Spokane County Bar Association Volunteer Lawyers Program, and Washington Courts. These clinics offer free legal consultations and advice, assistance with navigating court processes, reviewing documents, and court self-help services.

**Monthly Legal Clinics**: Come in to talk to an attorney for FREE - 3rd Wednesday of every month from 5-7pm
​
**Monthly Immigration Clinics**: Come in to talk to an attorney for FREE - 2nd Thursday of every month from 5-7pm","**Legal Clinics:** 3rd Wednesday of every month, 5 PM - 7 PM
**Immigration Clinics:** 2nd Tuesday of every month, 5 PM - 7 PM",,,None,157,268,Limited language access | Spanish,268,157
251,FREE Notary Public Services,104,61,Active,Authenticating essential documents to prevent fraud and ensure legal compliance.,Call for an appointment,,,Unlisted,158,269,Limited language access | Spanish,269,158
248,General Legal Aid,104,61,Active,"Personalized referral to legal professionals, and assistance for individuals seeking to vacate their criminal backgrounds and obtain driver relicensing.",Call for appointment,,,Unlisted,159,270,Limited language access | Spanish,270,159
249,Immigration Services,104,61,Active,"We offer family-based petitions, asylum, DACA, Victims of Crime and family violence, work permits, waivers, applying for citizenship, renewals of permanent residence, screening for various forms of immigration benefits and relief, and assistance to documented and undocumented immigrants.",Call for an appointment ,,,Unlisted,160,271,Limited language access | Spanish,271,160
133,Lifeline Cell Phone Program,45,62,Active,"Lifeline is a federal program that offers free or reduced phones and plans.  Wireless companies in the area are offering the Lifeline program based on the zip code where you reside.  The program limits cell phones to one per household, not one per family member.","Tuesdays / Thursdays, 9:15 AM",,,"This program is income-based. If you meet one of these income levels or participate in a Federal Assistance Program (e.g. SNAP, Medicaid, SSI, FPHA), you may be eligible to take advantage of this benefit. Please arrive with one of the two options below to validate your identity and address to ensure your application is processed efficiently:
Option 1 - One Document Only (Documents that validate both address and identity, Driver's License)
Option 2 - Combination of Address and Identify Validation (Utilitiy Bill/Medicaid Card with aplicant's DOB)",161,272,No listed language support,272,161
134,Low-Income Housing Assistance,45,62,Active,We provide resources and information on low-income housing. Representatives from the Spokane Housing Authority can assist you to apply for property-based waitlists and can check the status of or make changes to a case.,Call during standard business hours.,,,Income-dependent.,162,273,No listed language support,273,162
135,Reconnect2Work,45,62,Active,"In partnership with the Spokane Workforce Council, Reconnect2Work is our region's first-ever workforce development-focused childcare impact project. Whether you're a parent wanting to return to the workforce, an early childhood learning/childcare center looking to grow your team, or a community job seeker with a passion to help develop a child's skills and talents, Reconnect2Work will guide you to achieve your unique goals.",Call during standard business hours.,,,"'- Targeting families who are ineligible for Washington Working Connections Child Care (WCCC), and for whom lack of childcare is a barrier to them accessing the workforce.
- Will support people who are accessing workforce services (education and/or training) with childcare as needed for them to pursue their program and enter employment.
- Will also be supporting people who are currently working, who may be underemployed or need to work more hours.",163,274,No listed language support,274,163
214,Clothing Outlet,85,63,Active,"With this initiative, our goal is to promote confidence and great opportunities for those in need. We want people to look and feel their best. Learn more about our work by getting in touch with our team today.
If you need clothing, please indicate gender and size of clothes on the intake form so our staff and volunteers can assist you with gathering of some clothing items for you otherwise feel free to open shop at location.",Contact for service times or fill out intake form on website.,,,Unlisted,164,275,No listed language support,275,164
211,Food Pantry,85,63,Active,"With this initiative, our goal is to promote great opportunities for those in need. With access to the right resources, people can become empowered by their own abilities and gain the confidence to fulfill their potential. Our food pantry serves everybody no matter your income or residence. Come as often as you need and replenish your inventory. Learn more about our work by getting in touch with our team today.","Fridays, 5 PM - 7 PM
Saturdays, 9 AM - 12 PM",,,NONE,165,276,No listed language support,276,165
213,Grocery Rescue Program,85,63,Active,"At Revive Community Services, we are dedicated to stepping up our efforts in addressing this issue. Food Donation Drop-Off or Pick-Up is by no means an easy feat, but through cooperation and community empowerment we believe we can facilitate progress in this area.

To encourage zero waste and alleviate hunger please consider providing our agency the opportunity to receive your unwanted or unsold goods or overstock. We are always striving to make a difference, and invite you to learn more and lend your support",Contact or fill out intake form on website for service times.,,,Unlisted,166,277,No listed language support,277,166
212,Homeless Outreach - Hygiene Care,85,63,Active,"With our organization’s mission always in mind, we strive to find new strategies for dealing with this challenge. Homeless Outreach is something that we take very seriously, and our team is working each and every day to make a positive impact.
Hygiene Care bags are available upon request so as long as the items are in stock. Contact us to learn more about our commitment to this cause.","Contact for service times, or fill out intake form on website.",,,Unlisted,167,278,No listed language support,278,167
136,Car Seats / Car Seat Fitting,46,64,Active,"This branch of SafeKids Worldwide is run through the Providence Sacred Heart Children's Hospital.
To set up an appointment, first screen your family through CAPA (509-455-4986, https://www.cceasternwa.org/capa), then you'll be set up with an appointment for evaluation and a car seat if needed.",Apply online.,,,Must be a low income family to qualify for free car seats.,168,279,No listed language support,279,168
240,Camp Gifford,47,65,Active,"Our summer camps are designed around the idea of inclusion. No one is turned away because of their circumstances. Under-served, from broken homes, in the foster care system, living in poverty, these are many of the at-risk children that come to our camp. Our camps are scholarship-based to financially support families in need. The costs involves are significant and purposeful investment in youth.

Our main camp on Deer Lake works with children 7 - 12 years old.
Camp Cougar, our wilderness camp, works with teens 13-17 years old. ","Weekdays, all day (no specific times on website)",,,"Register online at this link:
[The Salvation Army Camp Gifford Summer Camp Registration 2024 - Campaign](https://give-nw.salvationarmy.org/event/the-salvation-army-camp-gifford-summer-camp-registration-2024/e567434)",169,280,No listed language support,280,169
239,Celebrate Recovery,47,66,Active,"Recovery isn't just about drugs and alcohol! Celebrate Recovery is a welcoming and encouraging support group that focuses on the love of Christ and working through past hurts, current hang-ups, and habits that make recovery seem like an impossible task.","Thursdays, 5:30 PM - 7:30 PM",,,Unlisted,170,281,No listed language support,281,170
137,Family Emergency Shelter,47,66,Waitlist Only,"Helping Families in Crisis!  11 fully furnished, self-contained, studio units for homeless families with children. Participants can stay for up to 90 days while working with a case manager, attending monthly Life Skills classes, working to increase their income, and seeking appropriate, affordable housing.",Call during standard business hours.,,,"Family must be working with a case manager, attending monthly Life Skills classes, working to increase their income, and seeking affordable housing.",171,282,No listed language support,282,171
138,Food Distribution Center,47,66,Active,"We provide one of the largest food bank outlets in the community; serving an average of 1,500 families in Spokane County every month.  By offering access to free, fresh produce and canned goods, we provide valuable meal supplementation while helping those in need maintain their independence and dignity.","Weekdays, 9 AM - 4:15 PM",,,NONE,172,283,No listed language support,283,172
139,Stepping Stones Transitional Housing,47,68,Waitlist Only,"A 30-unit apartment complex for homeless families with children who are at, or below, 30% to 50% of the area median income for Spokane County. All families must participate in case management and Life Skill classes. Families may reside in this program for up to 24 months while they work to increase their income, pay off debt, address the issues that caused their homelessness, and find affordable housing.",Call during standard business hours.,,,"Family must meet HUD standards of 30% to 50% of Spokane's Annual Medium Income. Family must participate in case management, Life Skills classes, work to increase their income, pay off debt, address the issues that caused their homelessness, and find affordable housing.",173,284,No listed language support,284,173
140,The Way Out Bridge Housing Center,47,69,Active,"The Way Out Bridge Housing Center at 55 W. Mission, Spokane offers a healthy alternative to living on the streets or in shelters. This Center's program is designed for adults who sincerely want to exit homelessness and find permanent housing and employment. This program requires work on an individual's part so that he/she can change their life. In addition to housing, food, and overnight lodging, The Salvation Army supplements those services with the support needed to move on in life.","'- Line up for Shelter services begins at 2:30pm.  
- Check-in begins at 3:00pm as long as there are beds available beginning on Monday, December 14th, 2020.
- Clients in the neighborhood (within 1 to 2 blocks) of The Way Out Bridge Housing Center, cannot loiter until check-in time.  They will be criminally trespassed if they do so.",,,"Must be homeless, first come first serve.",174,285,No listed language support,285,174
141,Brown Bag Commodities Program,48,70,Active,"The Brown Bag program is a partnership between Catholic Charities Eastern Washington and Second Harvest Food Bank. Second Harvest provides and packages the food that Catholic Charities' volunteers deliver to those who otherwise would not be able to get to a food bank. There are approximately 45 volunteers driving food to the 500 people in this program.

Questions? Please contact: Cyndie Lapke - VCS Program Manager | 509.459.6172",Call during regular business hours.,,,Must be of retirement age.,175,286,No listed language support,286,175
142,Volunteer Chore Services,48,70,Active,"Volunteer Chore Services provides a wide range of household tasks and assistance that enable low-income elderly and disabled clients to remain in their own homes with dignity, safety, and a connection to their community. Assistance includes housework, laundry, transportation, shopping and various other independent living requests. Volunteers also participate in one-time projects such as moves and yard clean-ups.

Volunteers are screened, oriented and trained according to Washington State law, Volunteer Chore Service contract requirements and Program/Agency policies.",Call during regular business hours.,,,Must be of retirement age.,176,287,No listed language support,287,176
143,Bite To Go Meal,49,71,Active,In the Spring of 2012 Serve Spokane began partnering with 2nd Harvest to provide child-friendly weekend meals for food-insecure children who depend on free or reduced cost meals in the local schools for a significant portion of their nutrition.,"Tuesday, 1:00pm-2:30pm
Thursday,1:00pm-3:30pm
Saturday, 9:00am-11:30am",,,NONE,177,288,No listed language support,288,177
144,Clothing & Housewares Outlet,49,71,Active,"Our Clothing Bank serves an average of 500 families each month, providing over 1500 pounds of clothing.  We provide clean, comfortable, useful clothing and household goods to those who need a supporting hand, where you can shop in an atmosphere of love and friendship.","Tuesdays 1 PM - 2:30 PM
Thursdays 1 PM - 3:30 PM
Saturdays 9 AM - 11:30 AM",,,NONE,178,289,No listed language support,289,178
145,Food Distribution Center,49,71,Active,"Our food pantry serves an average of 3000 people each month giving out approximately 50,000 pounds of food. In addition to our regular pantry services, in partnership with 2nd Harvest, we operate The Emergency Food Assistance Program (TEFAP) and the Commodity Supplemental Food Program (CSFP-Senior Boxes) as well as Bite to Go Meals for kids in our local school.","Tuesday, 1:00pm-2:30pm
Thursday, 1:00pm-3:30pm
Saturday, 9:00am-11:30am",,,NONE,179,290,No listed language support,290,179
146,Dining with Dignity,50,72,Active,Serves Breakfast and Dinner.,"Breakfast: Mondays & Thursdays, 7:30 AM - 8:30 AM
Dinner: Mondays & Tuesdays, 4:30 PM - 5:30 PM",,,Call for information.,180,291,No listed language support,291,180
147,Mobile Dental Care,51,73,Active,"The SmileMobile accepts Apple Health (Medicaid, ProviderOne, Molina), individuals and families with no insurance.","Location varies by date, appointment must be scheduled, see website for details.",,,"Children, youth, pregnant, postpartum women.",181,292,No listed language support,292,181
148,Food Distribution Center,53,74,Active,We serve all people without requiring any documentation. You will be asked a few simple demographic questions. Anyone who joins the line before 12pm will be served.,"Saturdays, 11 AM - 12 PM",,,NONE,182,293,No listed language support,293,182
246,Food Bank,102,75,Active,Providing food for those that need it,"Fridays,
\- Lines form at 8 AM
\- Food Distribution starts at 10 AM
\- Closed by noon",,,Unlisted,183,294,No listed language support,294,183
247,Youth Program,102,75,Active,"After-School Program during the school year and Summer Program during the Summer months

## After school program

We pick up the kiddos from the school bus stop from Roosevelt on the eastside of Coeur d'Alene Park and walk to the Center. The kids have a snack before beginning their homework. We provide as much help and support as we can for the kiddos with their homework. Then the kids have the option to play on the computers for a bit. After that's out of the way, we have some fun! We have board games, a park across the street, open spaces indoors, art supplies, and more!

## Summer Program

We serve breakfast and lunch provided by the Summer Meals Program with Spokane School District 81. We take many field trips and outings throughout the summer, including Liberty Pool every Friday. Several volunteers join us in the summer to have fun with the kids too!",Seasonally dependent,,,See attached application forms.,184,295,No listed language support,295,184
149,Medical Transportation,54,76,Active,"SMS helps clients who cannot get to and from their appointments by their own means. SMS offers pick-up/drop-off services (must be scheduled two business days in advance). They have a form available on their website for download (and attached to this item) that needs to be faxed to them, and you can do several appointments on it at one time.
- They also have two hour bus passes (great for large families with lots of children), you can request them the same as the ride, but fax the forms to 534-6980
- SMS also has gas vouchers for long distance travel (think Spokane to Seattle), these can take a while to go through, so be proactive with them. Fax the forms to 319-3434",Apply online.,,,"'- Must have a current Medical Assistance Identification Card that you use to pay for your healthcare (Must be on Medicaid), and you have no other way to get to and from your healthcare appointments.
- Healthcare appointments must be for services allowed by your medical program.
- Must give at least two business days' notice.",185,296,No listed language support,296,185
